ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,3001,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3002,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3003,SOC,DUMP-NOM-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3004,SOC,DUMP-NOM-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3005,SOC,DUMP-NOM-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3006,SOC,DUMP-NOM-PDVFM,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3007,SOC,DUMP-NOM-PDVFM,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3008,SOC,SET-NOM-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3009,SOC,DUMP-NOM-PDVFM,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3010,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3011,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3012,SOC,DUMP-NOM-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3013,SOC,SET-NOM-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3014,SOC,SET-NOM-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3015,SOC,DUMP-NOM-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3016,SOC,RBM-NOM,,rbm-nom -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3017,SOC,DUMP-NOM-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3018,SOC,DUMP-NOM-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3019,SOC,DUMP-NOM-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3020,SOC,DUMP-NOM-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3021,SOC,DUMP-NOM-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3022,SOC,DUMP-NOM-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3023,SOC,DUMP-NOM-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3024,SOC,DUMP-NOM-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3025,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3026,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3027,SOC,DUMP-BBQ-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3028,SOC,DUMP-BBQ-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3029,SOC,DUMP-BBQ-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3030,SOC,DUMP-BBQ-PDVFM,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3031,SOC,DUMP-BBQ-PDVFM,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3032,SOC,SET-BBQ-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3033,SOC,DUMP-BBQ-PDVFM,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3034,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3035,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3036,SOC,DUMP-BBQ-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3037,SOC,SET-BBQ-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3038,SOC,SET-BBQ-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3039,SOC,DUMP-BBQ-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3040,SOC,RBM-BBQ,,rbm-bbq -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3041,SOC,DUMP-BBQ-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3042,SOC,DUMP-BBQ-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3043,SOC,DUMP-BBQ-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3044,SOC,DUMP-BBQ-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3045,SOC,DUMP-BBQ-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3046,SOC,DUMP-BBQ-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3047,SOC,DUMP-BBQ-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3048,SOC,DUMP-BBQ-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3049,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3050,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3051,SOC,DUMP-PV1-PCORE-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3052,SOC,DUMP-PV1-PCORE-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3053,SOC,DUMP-PV1-PCORE-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3054,SOC,DUMP-PV1-PCORE-PDVFM,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3055,SOC,DUMP-PV1-PCORE-PDVFM,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3056,SOC,SET-PV1-PCORE-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3057,SOC,DUMP-PV1-PCORE-PDVFM,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3058,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3059,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3060,SOC,DUMP-PV1-PCORE-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3061,SOC,SET-PV1-PCORE-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3062,SOC,SET-PV1-PCORE-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3063,SOC,DUMP-PV1-PCORE-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3064,SOC,RBM-PV1-PCORE,,rbm-pv1-pcore -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3065,SOC,DUMP-PV1-PCORE-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3066,SOC,DUMP-PV1-PCORE-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3067,SOC,DUMP-PV1-PCORE-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3068,SOC,DUMP-PV1-PCORE-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3069,SOC,DUMP-PV1-PCORE-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3070,SOC,DUMP-PV1-PCORE-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3071,SOC,DUMP-PV1-PCORE-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3072,SOC,DUMP-PV1-PCORE-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3073,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3074,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3075,SOC,DUMP-PGT-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3076,SOC,DUMP-PGT-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3077,SOC,DUMP-PGT-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3078,SOC,DUMP-PGT-PDVFM,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3079,SOC,DUMP-PGT-PDVFM,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3080,SOC,SET-PGT-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3081,SOC,DUMP-PGT-PDVFM,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3082,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3083,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3084,SOC,DUMP-PGT-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3085,SOC,SET-PGT-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3086,SOC,SET-PGT-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3087,SOC,DUMP-PGT-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3088,SOC,RBM-PGT,,rbm-pgt-test -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3089,SOC,DUMP-PGT-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3090,SOC,DUMP-PGT-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3091,SOC,DUMP-PGT-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3092,SOC,DUMP-PGT-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3093,SOC,DUMP-PGT-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3094,SOC,DUMP-PGT-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3095,SOC,DUMP-PGT-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3096,SOC,DUMP-PGT-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3097,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3098,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3099,SOC,DUMP-DVFM-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
